ref,name,lat,long,local_ref,network,operator,shelter,bench,tactile_paving,wheelchair,departure_board,lit,bin,covered,passenger_information_display,pole,flag,kerb,traffic_sign,advertising,layer,street,crossing
10797271,Steep Close,50.8537312,-1.1295433,,,,,,,,,,,,,,,,,,,Dore Avenue,Steep Close
29631646,,50.9694670,-1.3504872,,,,,,,,,,,,,,,,,,,,
250900716,Tanners Brook,50.9426570,-1.4366148,,,,,,,,,,,,,,,,,,,,
250900727,Tanners Brook,50.9422683,-1.4375568,,,,,,,,,,,,,,,,,,,,
250902941,Woburn Road,50.9436343,-1.4320488,,,,,,,,,,,,,,,,,,,,
250902942,Woburn Road,50.9434234,-1.4321856,,,,,,,,,,,,,,,,,,,,
282166635,,50.9636626,-1.4119800,,,,,,,,,,,,,,,,,,,,
282714676,Ticonderoga Gardens,50.8884793,-1.3724231,,,,,,,,,,,,,,,,,,,,
300389898,,51.0128385,-1.2580283,,,,,,,,,,,,,,,,,,,,
319571792,Lords Hill Centre,50.9416991,-1.4513144,LA,,,,,,,,,,,,,,,,,,,
319572903,Lords Hill Library,50.9398036,-1.4496889,LD,,,,,,,,,,,,,,,,,,,
319572987,Lords Hill Library,50.9397783,-1.4498136,LE,,,,,,,,,,,,,,,,,,,
319573128,Olive Road,50.9386433,-1.4453749,,,,,,,,,,,,,,,,,,,,
319573153,Alder Road,50.9380756,-1.4473455,,,,,,,,,,,,,,,,,,,,
319573393,Aldermoor Avenue,50.9394791,-1.4416395,,,,,,,,,,,,,,,,,,,,
319573491,Myrtle Road,50.9398410,-1.4398098,,,,,,,,,,,,,,,,,,,,
319573598,Springford Road,50.9407298,-1.4337136,,,,,,,,,,,,,,,,,,,,
319573667,Springford Road,50.9407045,-1.4339067,,,,,,,,,,,,,,,,,,,,
319574034,Lyburn Court,50.9388204,-1.4290997,,,,,,,,,,,,,,,,,,,,
319574094,Lyburn Court,50.9388872,-1.4287597,,,,,,,,,,,,,,,,,,,,
319574200,Aldermoor Shops,50.9407952,-1.4290901,,,,,,,,,,,,,,,,,,,,
319574245,Aldermoor Shops,50.9404176,-1.4290716,,,,,,,,,,,,,,,,,,,,
319574256,Kinloss Court,50.9432603,-1.4434241,,,,,,,,,,,,,,,,,,,,
319574293,Kinloss Court,50.9434492,-1.4443689,,,,,,,,,,,,,,,,,,,,
319574328,Lords Hill Way,50.9434542,-1.4479855,,,,,,,,,,,,,,,,,,,,
319574351,Lords Hill Way,50.9435227,-1.4482295,,,,,,,,,,,,,,,,,,,,
319574398,Holly Oak Road,50.9378499,-1.4396931,,,,,,,,,,,,,,,,,,,,
319574400,Outer Circle,50.9364521,-1.4390226,,,,,,,,,,,,,,,,,,,,
319575703,Alder Road,50.9336749,-1.4447250,,,,yes,yes,,,,,,yes,,,,,,,,,
319575748,Maybush Corner,50.9313573,-1.4478897,Maybush Corner,,,yes,yes,,,,,,yes,,,,,,,,,
319575750,Maybush Corner,50.9305633,-1.4475768,,,,yes,yes,,,,,,yes,,,,,,,,,
319613711,Bridge Tavern,50.9332826,-1.4442911,,,,,,,,,,,,,,,,,,,,
319613772,Bridge Tavern,50.9332158,-1.4440980,,,,,,,,,,,,,,,,,,,,
319614165,Shirley Precinct,50.9234546,-1.4350568,SG,,,yes,,no,,,,,,,,,,,,,,
319614170,Shirley Precinct,50.9233443,-1.4349048,SF,,,yes,,no,,,,,,,,,,,,,,
319614194,Shirley Precinct,50.9235998,-1.4349132,SH,,,yes,,no,,,,,,,,,,,,,,
319614202,Shirley Precinct,50.9235217,-1.4348268,SI,,,yes,,no,,,,,,,,,,,,,,
319614282,Winchester Road,50.9266802,-1.4364543,,,,,,,,,,,,,,,,,,,,
319614334,Warren Crescent,50.9281918,-1.4372724,,,,,,,,,,,,,,,,,,,,
319614361,Warren Crescent,50.9289762,-1.4379336,,,,,,,,,,,,,,,,,,,,
319614367,Tremona Court,50.9287873,-1.4370303,,,,,,,,,,,,,,,,,,,,
319614434,General Hospital A&E,50.9322951,-1.4318336,H,,,,,,,,,,,,,,,,,,,
319614456,General Hospital & Cemetery,50.9345496,-1.4331845,D,,,,,,,,,,,,,,,,,,,
319614487,General Hospital & Cemetery,50.9341374,-1.4320692,C,,,,,,,,,,,,,,,,,,,
319614494,General Hospital A&E,50.9329134,-1.4314755,G,,,,,,,,,,,,,,,,,,,
319614500,General Hospital,50.9348457,-1.4342401,A,,,,,,,,,,,,,,,,,,,
319614505,General Hospital,50.9350659,-1.4334427,B,,,,,,,,,,,,,,,,,,,
319614548,Jessamine Road,50.9313632,-1.4393297,,,,,,,,,,,,,,,,,,,,
319614643,Laundry Road,50.9328077,-1.4403798,,,,,,,,,,,,,,,,,,,,
319614810,Laundry Road,50.9333255,-1.4405816,,,,,,,,,,,,,,,,,,,,
319614921,Warren Avenue,50.9338040,-1.4399538,,,,,,,,,,,,,,,,,,,,
319615068,Warren Avenue,50.9338928,-1.4396065,,,,,,,,,,,,,,,,,,,,
319615368,General Hospital,50.9340795,-1.4360203,F,,,,,,,,,,,,,,,,,,,
319615396,Dale Valley Road,50.9371879,-1.4238124,,,,,,,,,,,,,,,,,,,,
319615661,Sports Centre,50.9355274,-1.4197097,,,,,,,,,,,,,,,,,,,,
319615675,Sports Centre,50.9354167,-1.4194718,,,,,,,,,,,,,,,,,,,,
319615762,Dale Road,50.9296538,-1.4295355,,,,yes,,,,,,,,,,,,,,,,
319615763,The Range,50.9292718,-1.4282134,,,,yes,,no,,,,,,no,,,,,,,,
319615914,Taunton's College,50.9272610,-1.4162926,,,,no,no,no,,,,,,no,,,,,,,,
319616091,Upper Shirley Avenue,50.9244253,-1.4256599,,X11,,,,,,,,,,,,,,,,,,
336334734,Central Station,50.9084421,-1.4129763,SC,,,,,,,,,,,,,,,,,,,
336335230,Central Station,50.9081669,-1.4127785,SA,,,,,,,,,,,,,,,,,,,
339138426,Mayfield Garage,50.8896569,-1.3732053,,,,,,,limited,,,,,,,,,,,,,
350179049,King Edward Avenue,50.9220365,-1.4424594,,,,,,,,,,,,,,,,,,,,
367022608,,50.9309826,-1.3997648,,,,,,,,,,,,,,,,,,,,
410217851,VIncent Avenue,50.9301097,-1.4260502,,,,yes,,no,,,,,,,,,,,,,,
412258888,,51.0027572,-1.4727324,,,,,,,,,,,,,,,,,,,,
436281451,,50.9058503,-1.4065849,AJ,,,,,,,,,,,,,,,,,,,
436281456,,50.9056332,-1.4063223,AK,,,,,,,,,,,,,,,,,,,
436281464,,50.9036650,-1.4057702,BP,,,,,,,,,,,,,,,,,,,
436281465,,50.9036457,-1.4059333,BR,,,,,,,,,,,,,,,,,,,
436281478,Red Funnel Terminal 1 (Dock Gate 7),50.8961023,-1.4047094,TA,,,,,,,,,,,,,,,,,,,
436281483,Red Funnel Terminal 1 (Dock Gate 7),50.8961380,-1.4049809,TB,,,,,,,,,,,,,,,,,,,
436281487,Red Funnel Terminal 2,50.8949116,-1.4058588,,,,,,,,,,,,,,,,,,,,
436281667,,50.8948911,-1.4059204,,,,,,,,,,,,,,,,,,,,
461643994,The Bullseye,50.8988070,-1.3485185,,,,,,,,,,,,,,,,,,,,
461644094,The Bullseye,50.8980190,-1.3496984,,,,,,,,,,,,,,,,,,,,
461644209,Canterbury Avenue,50.9001048,-1.3470724,,,,,,,,,,,,,,,,,,,,
461644265,South East Road,50.9000522,-1.3541943,,,,,,,,,,,,,,,,,,,,
503385904,Jubilee Avenue,50.8503694,-1.1176167,,,,,,,,,,,,,,,,,,,Portsdown Road,Raymond Road
503385937,Portsdown Inn,50.8514551,-1.1172837,,,,,,,,,,,,,,,,,,,Newbolt Road,Portsdown Road
503385941,Deerhurst Crescent,50.8538165,-1.1003045,,,,,,,,,,,,,,,,,,,Deerhurst Crescent,Chalkpit Road
503385949,Almondsbury Road,50.8546647,-1.1065393,,,,,,,,,,,,,,,,,,,Almondsbury Road,Winterbourne Road
503385955,Almondsbury Road,50.8549049,-1.1085521,,,,,,,,,,,,,,,,,,,Almondsbury Road,Kingscote Road
503385960,Almondsbury Road,50.8543053,-1.1089330,,,,,,,,,,,,,,,,,,,Hillsley Road,Almondsbury Road
503385964,Qinetiq,50.8576851,-1.0889346,,,,,,,,,,,,,,,,,,,Southwick Road,
503386248,Newlyn Way Roundabout,50.8454242,-1.1000682,,,,,,,,,,,,,,,,,,,Port Way,Newlyn Way
503386256,Newlyn Way Roundabout,50.8452492,-1.1006965,,,,,,,,,,,,,,,,,,,Port Way,Newlyn Way
503386259,Coverack Way,50.8429134,-1.0951878,,,,,,,,,,,,,,,,,,,Port Way,Mullion Close
503386264,Coverack Way,50.8426293,-1.0944973,,,,,,,,,,,,,,,,,,,Port Way,Opp Mullion Close
503386417,King Richards School Grounds,50.8496819,-1.1111519,,,,,,,,,,,,,,,,,,,Allaway Avenue,
503386422,Mother Kellys,50.8472468,-1.1149625,,,,,,,,,,,,,,,,,,,Southampton Road,Hopkins Close
503386428,Mother Kellys,50.8471882,-1.1143528,,,,,,,,,,,,,,,,,,,Southampton Road,
503386445,Shorehaven,50.8470934,-1.1089851,,,,,,,,,,,,,,,,,,,Southampton Road,Opp Shorehaven
503386456,Shorehaven,50.8471954,-1.1082161,,,,,,,,,,,,,,,,,,,Southampton Road,
503386463,Watersedge,50.8466782,-1.1029134,,,,,,,,,,,,,,,,,,,Southampton Road,Port Way
503386469,Watersedge,50.8469429,-1.1034339,,,,,,,,,,,,,,,,,,,Southampton Road,Watersedge Road
503386474,Port Solent Uci Cinema,50.8397413,-1.0966552,,,,,,,,,,,,,,,,,,,Port Way,Marina Keep
503386480,Paulsgrove Tesco,50.8458515,-1.0954760,,,,,,,,,,,,,,,,,,,Binnacle Way,Clement Attlee Way
503386489,Racecourse Lane,50.8466994,-1.0951856,,,,,,,,,,,,,,,,,,,Southampton Road,Opp Racecourse Lane
503386497,Racecourse Lane,50.8468640,-1.0952635,,,,yes,,,,,,,,,,,,,,,Southampton Road,Racecourse Lane
503386505,Wordsworth Avenue,50.8514761,-1.1137386,,,,,,,,,,,,,,,,,,,Newbolt Road,Hillside Crescent
503386524,Rowland Road,50.8500994,-1.1151099,,,,,,,,,,,,,,,,,,,Jubilee Avenue,Raymond Road
503386533,Rowland Road,50.8499879,-1.1138070,,,,,,,,,,,,,,,,,,,Jubilee Avenue,Connaught Lane
503386539,Truro Road,50.8499487,-1.1113004,,,,,,,,,,,,,,,,,,,Allaway Avenue,Pamela Avenue
503386549,Truro Road,50.8500314,-1.1108036,,,,yes,,,,,,,,,,,,,,,Allaway Avenue,Truro Road
503386557,Pendennis Road,50.8499683,-1.1086178,,,,,,,,,,,,,,,,,,,Allaway Avenue,Pendennis Road
503386562,Pendennis Road,50.8497989,-1.1076267,,,,,,,,,,,,,,,,,,,Allaway Avenue,Pendennis Road
503386567,Bodmin Road,50.8494589,-1.1055023,,,,,,,,,,,,,,,,,,,Allaway Avenue,Bodmin Road
503386574,Bodmin Road,50.8487232,-1.1033856,,,,,,,,,,,,,,,,,,,Allaway Avenue,Falmouth Road
503386581,Woofferton Road,50.8492164,-1.0996969,,,,,,,,,,,,,,,,,,,Allaway Avenue,Woofferton Road
503386599,Woofferton Road,50.8495758,-1.0984967,,,,,,,,,,,,,,,,,,,Allaway Avenue,Opp Woofferton Road
503386607,Nailsworth Road,50.8499974,-1.0971958,,,,,,,,,,,,,,,,,,,Allaway Avenue,Nailsworth Road
503386615,Nailsworth Road,50.8499548,-1.0963301,,,,,,,,,,,,,,,,,,,Allaway Avenue,Opp Nailsworth Road
503386621,Allaway Avenue Shops,50.8497836,-1.0939753,,,,,,,,,,,,,,,,,,,Allaway Avenue,Marsden Road
503386629,Allaway Avenue Shops,50.8498628,-1.0937465,,,,yes,,,,,,,,,,,,,,,Allaway Avenue,Ludlow Road
503386636,Walford Road,50.8496032,-1.0904416,,,,,,,,,,,,,,,,,,,Allaway Avenue,Walford Road
503386649,Walford Road,50.8494354,-1.0896777,,,,,,,,,,,,,,,,,,,Allaway Avenue,Opp Walford Road
503386854,The Beehive PH,50.8516952,-1.0877017,,,,yes,,,,,,,,,,,,,,,Ludlow Road,Leominster Road
503386877,Walford Road,50.8512000,-1.0899275,,,,,,,,,,,,,,,,,,,Ludlow Road,Opp Walford Road
503386883,Walford Road,50.8510406,-1.0902431,,,,,,,,,,,,,,,,,,,Ludlow Road,Walford Road
503386890,Collington Crescent,50.8508402,-1.0945373,,,,,,,,,,,,,,,,,,,Elkstone Road,Collington Crescent
503386893,Collington Crescent,50.8510416,-1.0950022,,,,,,,,,,,,,,,,,,,Elkstone Road,Opp Collington Crescent
503386900,Winchcombe Road,50.8523609,-1.0969797,,,,,,,,,,,,,,,,,,,Elkstone Road,Opp Winchcombe Road
503386909,Winchcombe Road,50.8527782,-1.0974547,,,,,,,,,,,,,,,,,,,Elkstone Road,Winchcombe Road
503386916,Elkstone Road,50.8534309,-1.0981240,,,,,,,,,,,,,,,,,,,Elkstone Road,Leominster Road
503386922,Deerhurst Crescent,50.8537228,-1.0998232,,,,,,,,,,,,,,,,,,,Deerhurst Crescent,Woofferton Road
503386929,Deerhurst Crescent,50.8537437,-1.1025363,,,,,,,,,,,,,,,,,,,Deerhurst Crescent,
503386945,Beverston Road,50.8528575,-1.1046827,,,,,,,,,,,,,,,,,,,Hillsley Road,Deerhurst Crescent
503386954,Beverston Road,50.8527952,-1.1054953,,,,,,,,,,,,,,,,,,,Hillsley Road,Beverston Road
503386963,Winterbourne Road,50.8533632,-1.1068625,,,,,,,,,,,,,,,,,,,Hillsley Road,Opp Winterbourne Road
503386970,Winterbourne Road,50.8534257,-1.1068045,,,,,,,,,,,,,,,,,,,Hillsley Road,Winterbourne Road
503390061,Dstl Main Gate,50.8568058,-1.1019519,,,,,,,,,,,,,,,,,,,James Callaghan Drive,
503390100,Hillsley Road,50.8529716,-1.1038724,,,,,,,,,,,,,,,,,,,Deerhurst Crescent,Hillsley Road
503390104,Brixworth Close,50.8514324,-1.1025239,,,,,,,,,,,,,,,,,,,Deerhurst Crescent,
503390233,Paulsgrove Tesco,50.8459334,-1.0949732,,,,,,,,,,,,,,,,,,,Binnacle Way,Clement Atlee Way
503395626,The Spinnaker,50.8823095,-1.2973515,,,,,,,,,,,,,,,,,,,Swanwick Shore Road,
503395653,The Ship Ph,50.8802788,-1.2946386,,,,,,,,,,,,,,,,,,,A27 Bridge Road,Swanwick Shore Road
503395660,The Ship Ph,50.8803320,-1.2945241,,,,,,,,,,,,,,,,,,,A27 Bridge Road,Swan Close
503395667,Sarisbury Green,50.8764512,-1.2892668,,,,,,,,,,,,,,,,,,,Bridge Road,
503395674,Sarisbury Green,50.8763080,-1.2881772,,,,yes,,,,,,,,,,,,,,,Bridge Road,
503395680,The Bold Forrester Ph,50.8755405,-1.2829841,,,,yes,,,,,,,,,,,,,,,Bridge Road,Allotment Road
503395688,The Bold Forrester Ph,50.8756295,-1.2828406,,,,yes,,,,,,,,,,,,,,,Bridge Road,Pond Road
503395694,Cold East Way,50.8741500,-1.2777040,,,,,,,,,,,,,,,,,,,Bridge Road,Woodthorpe Gardens
503395699,Cold East Way,50.8740832,-1.2770796,,,,,,,,,,,,,,,,,,,Bridge Road,Ironbridge Crescent
503395702,Brook Lane,50.8727596,-1.2724668,,,,,,,,,,,,,,,,,,,Bridge Road,Brook Lane
503395710,Brook Lane,50.8727741,-1.2719123,,,,,,,,,,,,,,,,,,,Bridge Road,Brook Lane
503395725,Park Gate,50.8715775,-1.2674389,,,,,,,,,,,,,,,,,,,A27 Bridge Road,Middle Road
503395731,Park Gate,50.8714853,-1.2685783,,,,,,,,,,,,,,,,,,,Locks Road,Bridge Road A27
503395737,Park Gate,50.8711973,-1.2685402,,,,,,,,,,,,,,,,,,,Locks Road,Bridge Road A27
503395744,Admirals Road,50.8682542,-1.2695952,,,,,,,,,,,,,,,,,,,Locks Road,Headland Drive
503395751,Admirals Road,50.8674377,-1.2698922,,,,,,,,,,,,,,,,,,,Locks Road,Headland Drive
503395756,Home Rule Road,50.8657044,-1.2702603,,,,,,,,,,,,,,,,,,,Locks Road,Home Rule Road
503395762,Home Rule Road,50.8651467,-1.2702406,,,,,,,,,,,,,,,,,,,Locks Road,Home Rule Road
503395768,Locks Road Roundabout,50.8640248,-1.2705850,,,,,,,,,,,,,,,,,,,Locks Road,Richards Close
503395774,Church Road Roundabout,50.8631407,-1.2701441,,,,,,,,,,,,,,,,,,,Church Road,Locks Road
503395779,Locks Heath Centre,50.8632214,-1.2729847,,,,,,,,,,,,,,,,,,,Centre Way,
503395785,Church Road,50.8625780,-1.2707389,,,,,,,,,,,,,,,,,,,Locks Road,Church Road
503395789,Heath Road,50.8609161,-1.2710133,,,,,,,,,,,,,,,,,,,Locks Road,Heath Road
503395793,Heath Road,50.8602882,-1.2712969,,,,,,,,,,,,,,,,,,,Locks Road,Heath Road
503395800,James Grieve Avenue,50.8589481,-1.2713972,,,,,,,,,,,,,,,,,,,Locks Road,The Chestnuts
503395806,Lawn Drive,50.8579439,-1.2717454,,,,,,,,,,,,,,,,,,,Locks Road,Lawn Drive
503395812,Fleet End School,50.8552992,-1.2730653,,,,,,,,,,,,,,,,,,,Warsash Road,Locks Road
503395817,Fleet End School,50.8551226,-1.2735937,,,,,,,,,,,,,,,,,,,Warsash Road,Locks Road
503395824,Fleet End Corner,50.8550973,-1.2769413,,,,,,,,,,,,,,,,,,,Warsash Road,Raley Road
503395830,Fleet End Corner,50.8550481,-1.2775160,,,,,,,,,,,,,,,,,,,Warsash Road,Fleet End Road
503395850,Warsash Road,50.8549638,-1.2828166,,,,,,,,,,,,,,,,,,,Warsash Road,Highfields
503395855,Campion Way,50.8550186,-1.2829436,,,,,,,,,,,,,,,,,,,Warsash Road,Horseshoe Lodge
503395861,Greenaway Lane,50.8549863,-1.2879450,,,,,,,,,,,,,,,,,,,Warsash Road,Cutter Avenue
503395868,Greenaway Lane,50.8548292,-1.2887430,,,,,,,,,,,,,,,,,,,Warsash Road,Saxon Close
503395873,Warsash Motors,50.8537790,-1.2920124,,,,,,,,,,,,,,,,,,,Warsash Road,Lockswood Road
503395876,Warsash Motors,50.8536980,-1.2919994,,,,,,,,,,,,,,,,,,,Warsash Road,Lockswood Road
503395881,Dibles Road,50.8530625,-1.2954754,,,,,,,,,,,,,,,,,,,Warsash Road,Church Road
503395886,Church Road,50.8530182,-1.2955755,,,,,,,,,,,,,,,,,,,Warsash Road,Church Road
503395891,Warsash Road,50.8515675,-1.2951144,,,,,,,,,,,,,,,,,,,Church Road,Sandycroft
503395898,Church Road,50.8495886,-1.2935532,,,,,,,,,,,,,,,,,,,Church Road,Opp Cheviot Green
503395905,Osborne Road,50.8482788,-1.2955475,,,,,,,,,,,,,,,,,,,Osborne Road,Romford Road
503395912,Pitchponds Road,50.8472718,-1.3000655,,,,,,,,,,,,,,,,,,,Pitchponds Road,Wynsdale Chase
503395920,Newtown Road,50.8495244,-1.3007989,,,,,,,,,,,,,,,,,,,Newtown Road,Queen's Road
503395926,Warsash Village,50.8521935,-1.3005033,,,,,,,,,,,,,,,,,,,Newtown Road,Opp Foy Gardens
503395935,Warsash Village,50.8533381,-1.2994207,,,,,,,,,,,,,,,,,,,Warsash Road,Brook Lane
503395941,Warsash Village,50.8537201,-1.3001395,,,,,,,,,,,,,,,,,,,Brook Lane,Warsash Road
503395946,Greenaway Lane,50.8585996,-1.2965428,,,,,,,,,,,,,,,,,,,Brook Lane,Greenaway Lane
503395951,Greenaway Lane,50.8586807,-1.2965700,,,,,,,,,,,,,,,,,,,Brook Lane,Opp Greenaway Lane
503395957,Barnes Lane,50.8617449,-1.2932132,,,,,,,,,,,,,,,,,,,Brook Lane,Brook Avenue
503395962,Barnes Lane,50.8618439,-1.2932259,,,,,,,,,,,,,,,,,,,Brook Lane,Brook Avenue
503395965,Winnards Park,50.8647537,-1.2910930,,,,yes,,,,,,,,,,,,,,,Barnes Lane,Holly Close
503395969,Winnards Park,50.8658373,-1.2903518,,,,,,,,,,,,,,,,,,,Barnes Lane,Barnes Close
503395974,Barnbrook Road,50.8672687,-1.2891364,,,,,,,,,,,,,,,,,,,Barnes Lane,Sherwood Gardens
503395979,Barnbrook Road,50.8673125,-1.2889368,,,,,,,,,,,,,,,,,,,Barnes Lane,Sherwood Gardens
503395984,Allotment Road,50.8727096,-1.2876892,,,,,,,,,,,,,,,,,,,Barnes Lane,Cold East Close
503395989,Allotment Road,50.8727180,-1.2875896,,,,,,,,,,,,,,,,,,,Barnes Lane,Cold East Close
503395994,Sarisbury Green Church,50.8752809,-1.2875790,,,,,,,,,,,,,,,,,,,Barnes Lane,Holly Hill Lane
503395999,Sarisbury Green Church,50.8754166,-1.2877190,,,,,,,,,,,,,,,,,,,Barnes Lane,Holly Hill Lane
503396004,Brookfield Community School,50.8668438,-1.2770495,,,,,,,,,,,,,,,,,,,Brook Lane,Highnam Gardens
503396011,Brook Lane,50.8624965,-1.2910988,,,,,,,,,,,,,,,,,,,Brook Lane,Barnes Lane
503396017,Peters Road,50.8627098,-1.2906835,,,,,,,,,,,,,,,,,,,Brook Lane,Brook Close
503396042,Heath Road,50.8613552,-1.2809424,,,,,,,,,,,,,,,,,,,Peters Road,South Wood Gardens
503396050,Peters Road,50.8616355,-1.2791624,,,,,,,,,,,,,,,,,,,Heath Road,Heath Road South
503396057,Heath Road,50.8607690,-1.2730213,,,,,,,,,,,,,,,,,,,Heath Road,Grovebury
503396860,Heathfield Road,51.0015459,-1.3837281,,,,,,,,,,,,,,,,,,,Ashdown Road,Heathfield Road
503396866,Heathfield Road,51.0014298,-1.3838721,,,,,,,,,,,,,,,,,,,Ashdown Road,Heathfield Road
503396873,Ashdown Road Post Office,50.9998042,-1.3877613,,,,,,,,,,,,,,,,,,,Ashdown Road,Richmond Close
503396879,Ashdown Road Post Office,50.9996231,-1.3876770,,,,,,,,,,,,,,,,,,,Ashdown Road,Sycamore Avenue
503396885,Hiltingbury School,50.9988350,-1.3863252,,,,,,,,,,,,,,,,,,,Hiltingbury Road,Ashdown Road
503396890,Hiltingbury Road,50.9982241,-1.3814719,,,,,,,,,,,,,,,,,,,Nichol Road,Hiltingbury Road
503396895,Pine Road,50.9976394,-1.3810767,,,,,,,,,,,,,,,,,,,Hiltingbury Road,Nichol Road
503396897,Nichol Road,51.0006278,-1.3801631,,,,,,,,,,,,,,,,,,,Heathfield Road,Nichol Road
503396900,Nichol Road,51.0007186,-1.3803329,,,,,,,,,,,,,,,,,,,Heathfield Road,Nichol Road
503396905,Pine Crescent,50.9962523,-1.3808911,,,,,,,,,,,,,,,,,,,Pine Road,Pine Crescent
503396909,Pine Crescent,50.9961007,-1.3806357,,,,,,,,,,,,,,,,,,,Pine Road,Pine Crescent
503396915,Linden Grove,50.9946574,-1.3835273,,,,,,,,,,,,,,,,,,,Park Road,Linden Grove
503396918,Linden Grove,50.9938156,-1.3832672,,,,,,,,,,,,,,,,,,,Park Road,Paulson Close
503396923,Valley Road,50.9916619,-1.3829826,,,,,,,,,,,,,,,,,,,Park Road,The Maples
503396929,Valley Road,50.9915134,-1.3828811,,,,,,,,,,,,,,,,,,,Park Road,Merdon Avenue
503396935,Lakewood Road,50.9926621,-1.3783955,,,,,,,,,,,,,,,,,,,Merdon Avenue,Lakewood Road
503396941,Lakewood Road,50.9924191,-1.3785276,,,,,,,,,,,,,,,,,,,Merdon Avenue,Lakewood Road
503396946,Kingsway,50.9908978,-1.3747194,,,,,,,,,,,,,,,,,,,Merdon Avenue,Kingsway
503396952,Merdon Avenue,50.9893211,-1.3721630,,,,,,,,,,,,,,,,,,,Merdon Avenue,Kendal Close
503396959,Merdon Avenue,50.9894154,-1.3720058,,,,,,,,,,,,,,,,,,,Merdon Avenue,Kendal Close
503396966,Peverells Wood Avenue,50.9892387,-1.3713332,,,,yes,yes,no,,,yes,yes,,,,,,,,,Winchester Road,Merdon Avenue
503396973,Fryern Hill,50.9877900,-1.3744905,,,,yes,yes,no,,,yes,yes,,,,,,,,,Winchester Road,Brownhill Road
503396981,Fryern Hill,50.9872882,-1.3755795,,,,yes,yes,no,,,yes,yes,,,,,,,,,Winchester Road,Opp the Hillway
503396985,Kings Road,50.9854742,-1.3799688,,,,yes,yes,no,,,yes,no,,,,,,,,,Winchester Road,Springhill Road
503396991,Brownhill Road,50.9880217,-1.3872696,,,,,,,,,,,,,,,,,,,Hursley Road,Brownhill Road
503396998,Peverells Wood Avenue,50.9899387,-1.3706594,,,,yes,yes,no,,,no,yes,,,,,,,,,Winchester Road,Peverells Wood Avenue
503397007,Thornden School,50.9932057,-1.3661552,,,,,,,,,,,,,,,,,,,Winchester Road,Hiltingbury Road
503397015,Kingsway Gdns (thornden Sch),50.9939703,-1.3662018,,,,,,,,,,,,,,,,,,,Hiltingbury Road,Winchester Road
503397022,Kingsway Shops,50.9957305,-1.3698469,,,,,,,,,,,,,,,,,,,Hiltingbury Road,Broxburn Close
503397027,Kingsway Shops,50.9957885,-1.3697942,,,,,,,,,,,,,,,,,,,Hiltingbury Road,Broxburn Close
503397031,Lakewood Road,50.9961242,-1.3751294,,,,,,,,,,,,,,,,,,,Hiltingbury Road,Lakewood Road
503397036,Lakewood Road,50.9963471,-1.3750615,,,,,,,,,,,,,,,,,,,Hiltingbury Road,Lakewood Road
503397083,Vespasian Way,50.9882416,-1.3677901,,,,,,,,,,,,,,,,,,,Peverells Wood Avenue,Vespasian Way
503397088,Apollo Road (scantabout Sch),50.9878776,-1.3669971,,,,,,,,,,,,,,,,,,,Peverells Wood Avenue,Apollo Road
503397093,Peverells Wood Close,50.9859357,-1.3654279,,,,,,,,,,,,,,,,,,,Constantine Avenue,Constantine Close
503397095,Peverells Wood Close,50.9856132,-1.3656602,,,,,,,,,,,,,,,,,,,Constantine Avenue,Porteous Crescent
503397098,Sarum Road,50.9847226,-1.3689064,,,,,,,,,,,,,,,,,,,Constantine Avenue,Oakmount Road
503397102,Fryern Schools,50.9843932,-1.3693345,,,,,,,,,,,,,,,,,,,Constantine Avenue,Oakmount Road
503397110,Fryern Schools,50.9850955,-1.3698624,,,,,,,,,,,,,,,,,,,Oakmount Road,Constantine Avenue
503397115,Waitrose,50.9874898,-1.3735232,,,,yes,yes,no,,,yes,yes,,,,,,,,,Oakmount Road,Winchester Road
503397120,Waitrose,50.9874546,-1.3735815,,,,yes,yes,no,,,yes,no,,,,,,,,,Oakmount Road,Winchester Road
503397125,Milford Gardens,50.9833370,-1.3687827,,,,,,,,,,,,,,,,,,,Oakmount Road,Greendale Close
503397130,Milford Gardens,50.9831308,-1.3688994,,,,,,,,,,,,,,,,,,,Oakmount Road,Greendale Close
503397133,Hillcrest Ave,50.9809789,-1.3711597,,,,,,,,,,,,,,,,,,,Oakmount Road,Beresford Road
503397138,Hillcrest Ave,50.9805194,-1.3715845,,,,,,,,,,,,,,,,,,,Oakmount Road,Beresford Road
503397144,Toynbee School,50.9795102,-1.3728802,,,,,,,,,,,,,,,,,,,Bodycoats Road,Warren Avenue
503397151,Toynbee School,50.9794667,-1.3731514,,,,,,,,,,,,,,,,,,,Bodycoats Road,Warren Avenue
503397157,Cherwell Gardens,50.9794823,-1.3777381,,,,,,,,,,,,,,,,,,,Bodycoats Road,Cherwell Gardens
503397161,Cherwell Gardens,50.9795737,-1.3780218,,,,,,,,,,,,,,,,,,,Bodycoats Road,Cherwell Gardens
503397166,Craven Road,50.9827761,-1.3782212,,,,,,,,,,,,,,,,,,,Bodycoats Road,Craven Road
503397171,Regent Road,50.9839265,-1.3797872,,,,,,no,,,,,,,,,,,,,Regent Road,Bodycoats Road
503397205,Leigh Road,50.9755256,-1.3879753,,,,,,,,,,,,,,,,,,,Bournemouth Road,Leigh Road
503397212,Leigh Road,50.9742262,-1.3883824,,,,,,,,,,,,,,,,,,,Bournemouth Road,Castle Lane
